model,rmse,mae,r2
LinearRegression,1.2882397850563823,0.9964217943487698,0.3980708538407346
RandomForest,1.25329159949125,0.9524180418041804,0.43028688732977804
NeuralNetwork,1.3172325767595237,1.0104681546972523,0.3706722480364416
