model,rmse,mae,r2,cv_rmse_mean,cv_rmse_std
LinearRegression,1.1237383100333704,0.8780212635724932,0.5420288722494253,1.1001039074713046,0.017639233643317306
RandomForest,1.0190639571747084,0.7868298428053203,0.6233737306035552,1.005167273500283,0.01281361015358979
NeuralNetwork,0.9961659233654928,0.765869875829604,0.6401089153750028,0.9872939196793876,0.015241403635142294
